author,created,field,fieldtype,from,fromString,key,project,to,toString
juan.desimoni,2016-05-06 17:42:52.720,description,jira,,"When using ClassTypeLoader to load an Interface Type with getter methods defined the resulting *MetadataType* contains inexistent 

For example having an Interface Animal life this one:
{code:java}
public interface Animal 
{
    String getSpeciesName();
}
{code}

The resulting MetadataType will contain a field named ""speciesName"" ",MULE-9674,mule,,"When using ClassTypeLoader to load an Interface Type with getter methods defined the resulting *MetadataType* contains inexistent fields


For example having an Interface Animal life this one:
{code:java}
public interface Animal 
{
    String getSpeciesName();
}
{code}

The resulting MetadataType will contain a field named ""speciesName"" "
juan.desimoni,2016-05-06 17:43:04.642,description,jira,,"When using ClassTypeLoader to load an Interface Type with getter methods defined the resulting *MetadataType* contains inexistent fields


For example having an Interface Animal life this one:
{code:java}
public interface Animal 
{
    String getSpeciesName();
}
{code}

The resulting MetadataType will contain a field named ""speciesName"" ",MULE-9674,mule,,"When using ClassTypeLoader to load an Interface Type with getter methods defined the resulting *MetadataType* contains inexistent fields


For example having an Interface Animal like this one:
{code:java}
public interface Animal 
{
    String getSpeciesName();
}
{code}

The resulting MetadataType will contain a field named ""speciesName"" "
mariano.gonzalez,2016-05-06 19:43:08.369,assignee,jira,,,MULE-9674,mule,mariano.gonzalez,Mariano Gonzalez
mariano.gonzalez,2016-05-06 21:15:46.759,Project,jira,13609,Metadata Model,MULE-9674,mule,10000,Mule
mariano.gonzalez,2016-05-06 21:15:46.759,Key,jira,,MDM-3,MULE-9674,mule,,MULE-9674
mariano.gonzalez,2016-05-06 21:15:46.759,Workflow,jira,255570,Mule EE workflow v1.0,MULE-9674,mule,255595,Main Mule Workflow v1.0
mariano.gonzalez,2016-05-06 21:15:46.759,Version,jira,,,MULE-9674,mule,16561,4.0.0-M2
mariano.gonzalez,2016-05-06 21:15:46.759,Version,jira,16662,1.0.0,MULE-9674,mule,,
mariano.gonzalez,2016-05-06 21:15:46.759,User impact,custom,,,MULE-9674,mule,10012,High
mariano.gonzalez,2016-05-06 21:15:46.759,Component,jira,,,MULE-9674,mule,14342,Extensions API
mariano.gonzalez,2016-05-06 21:15:46.759,Component,jira,15678,API,MULE-9674,mule,,
mariano.gonzalez,2016-05-06 21:15:56.246,priority,jira,6,To be reviewed,MULE-9674,mule,3,Major
mariano.gonzalez,2016-05-06 21:16:01.255,Fix Version,jira,,,MULE-9674,mule,16561,4.0.0-M2
mariano.gonzalez,2016-05-06 21:19:38.657,summary,jira,,Loading Interface Metadata type with ClassTypeLoader adds inexistent fields to the MetadataType. ,MULE-9674,mule,,Loading Interface Metadata type with ExtensionsFieldHandler adds inexistent fields to the MetadataType. 
mariano.gonzalez,2016-05-06 21:28:16.496,Sprint,custom,,,MULE-9674,mule,1252,SDK Olympus 1
mariano.gonzalez,2016-05-06 21:28:16.496,Story Points,custom,,,MULE-9674,mule,,1
mariano.gonzalez,2016-05-06 21:28:28.719,status,jira,1,To Do,MULE-9674,mule,6,Closed
mariano.gonzalez,2016-05-06 21:28:28.719,resolution,jira,,,MULE-9674,mule,1,Fixed
gsfernandes,2016-05-06 18:01:31.475,Epic Link,custom,,,MULE-9673,mule,41485,EE-3304
gsfernandes,2016-05-06 18:01:57.422,Fix Version,jira,,,MULE-9673,mule,16353,3.8.0
gsfernandes,2016-05-06 18:01:57.422,Fix Version,jira,16167,4.0.0-development,MULE-9673,mule,,
gsfernandes,2016-05-06 18:02:50.951,description,jira,,"Upgrade Saxon due to several issues have been solved since 9.7.0-3-HE version. 
* [List of issues solved in Saxon 9.7.0-3-HE|https://sourceforge.net/projects/saxon/files/Saxon-HE/9.7/] 
* in addition to the ones fixed since 9.6.0-1-HE that is the current version used in Mule: [List of issues solved in Saxon 9.6-HE|https://sourceforge.net/projects/saxon/files/Saxon-HE/9.6/]",MULE-9673,mule,,"Upgrade Saxon due to several issues have been solved since 9.6.0-7-HE version. 
* 9.6.0-1-HE is the current version used in Mule: [List of issues solved in Saxon 9.6-HE|https://sourceforge.net/projects/saxon/files/Saxon-HE/9.6/]"
gsfernandes,2016-05-06 18:04:04.087,Link,jira,,,MULE-9673,mule,MULE-9444,This issue relates to MULE-9444
gsfernandes,2016-05-06 18:04:56.348,status,jira,1,To Do,MULE-9673,mule,3,In Progress
gsfernandes,2016-05-06 18:05:08.081,Story Points,custom,,3,MULE-9673,mule,,0
gsfernandes,2016-05-06 18:06:17.292,Version,jira,,,MULE-9673,mule,16353,3.8.0
gsfernandes,2016-05-06 18:06:34.209,status,jira,3,In Progress,MULE-9673,mule,5,Resolved
gsfernandes,2016-05-06 18:06:34.209,resolution,jira,,,MULE-9673,mule,6,Completed
gsfernandes,2016-05-06 18:07:34.073,Link,jira,,,MULE-9673,mule,SE-2582,This issue relates to SE-2582
gsfernandes,2016-05-06 18:09:03.329,Link,jira,,,MULE-9673,mule,SOAPKIT-29,This issue relates to SOAPKIT-29
gsfernandes,2016-05-06 18:10:18.130,Link,jira,,,MULE-9673,mule,MULE-9452,This issue relates to MULE-9452
mariano.gonzalez,2016-05-05 17:57:42.522,priority,jira,6,To be reviewed,MULE-9667,mule,3,Major
mariano.gonzalez,2016-05-05 17:57:58.337,Link,jira,,,MULE-9667,mule,MULE-9668,This issue is blocked by MULE-9668
mariano.gonzalez,2016-05-05 17:58:10.280,Rank,custom,,,MULE-9667,mule,,Ranked higher
mariano.gonzalez,2016-05-06 19:10:18.265,Sprint,custom,,,MULE-9667,mule,1252,SDK Olympus 1
mariano.gonzalez,2016-05-06 19:10:18.662,Rank,custom,,,MULE-9667,mule,,Ranked lower
mariano.gonzalez,2016-05-06 19:10:37.872,Story Points,custom,,,MULE-9667,mule,,3
mariano.gonzalez,2016-05-06 19:40:40.545,status,jira,1,To Do,MULE-9667,mule,6,Closed
mariano.gonzalez,2016-05-06 19:40:40.545,Fix Version,jira,,,MULE-9667,mule,16561,4.0.0-M2
mariano.gonzalez,2016-05-06 19:40:40.545,resolution,jira,,,MULE-9667,mule,1,Fixed
mariano.gonzalez,2016-05-04 21:38:12.398,Story Points,custom,,,MULE-9662,mule,,3
mariano.gonzalez,2016-05-04 21:38:17.633,priority,jira,6,To be reviewed,MULE-9662,mule,3,Major
mariano.gonzalez,2016-05-04 21:38:25.677,Rank,custom,,,MULE-9662,mule,,Ranked higher
mariano.gonzalez,2016-05-04 21:29:13.111,priority,jira,6,To be reviewed,MULE-9661,mule,3,Major
mariano.gonzalez,2016-05-04 21:29:15.043,assignee,jira,,,MULE-9661,mule,mariano.gonzalez,Mariano Gonzalez
mariano.gonzalez,2016-05-04 21:29:36.261,Sprint,custom,,,MULE-9661,mule,1252,SDK Olympus 1
mariano.gonzalez,2016-05-04 21:29:36.261,Fix Version,jira,,,MULE-9661,mule,16561,4.0.0-M2
mariano.gonzalez,2016-05-04 21:29:36.261,Story Points,custom,,,MULE-9661,mule,,1
mariano.gonzalez,2016-05-04 21:29:36.261,Version,jira,,,MULE-9661,mule,16561,4.0.0-M2
mariano.gonzalez,2016-05-05 17:53:59.633,Link,jira,,,MULE-9661,mule,MULE-9668,This issue is blocked by MULE-9668
mariano.gonzalez,2016-05-05 17:54:52.482,Sprint,custom,1252,SDK Olympus 1,MULE-9661,mule,,
mariano.gonzalez,2016-05-05 17:54:53.000,Rank,custom,,,MULE-9661,mule,,Ranked higher
mariano.gonzalez,2016-05-05 17:58:24.534,Link,jira,MULE-9668,This issue is blocked by MULE-9668,MULE-9661,mule,,
mariano.gonzalez,2016-05-05 17:58:34.467,Sprint,custom,,,MULE-9661,mule,1252,SDK Olympus 1
mariano.gonzalez,2016-05-05 17:58:34.876,Rank,custom,,,MULE-9661,mule,,Ranked lower
mariano.gonzalez,2016-05-05 19:31:17.845,status,jira,1,To Do,MULE-9661,mule,3,In Progress
mariano.gonzalez,2016-05-05 20:05:57.527,Story Points,custom,,1,MULE-9661,mule,,2
mariano.gonzalez,2016-05-05 20:06:04.142,status,jira,3,In Progress,MULE-9661,mule,6,Closed
mariano.gonzalez,2016-05-05 20:06:04.142,resolution,jira,,,MULE-9661,mule,1,Fixed
gsfernandes,2016-05-04 19:29:12.142,Story Points,custom,,,MULE-9660,mule,,0
gsfernandes,2016-05-04 19:29:12.142,priority,jira,6,To be reviewed,MULE-9660,mule,3,Major
gsfernandes,2016-05-04 19:29:16.420,status,jira,1,To Do,MULE-9660,mule,3,In Progress
gsfernandes,2016-05-04 19:29:56.526,Link,jira,,,MULE-9660,mule,SE-3601,This issue relates to SE-3601
gsfernandes,2016-05-04 19:31:14.487,description,jira,,"h5. Problem
According tohttps://tools.ietf.org/html/rfc6749#section-1.5 refresh_token is optional:
{quote}
Refresh Token

   Refresh tokens are credentials used to obtain access tokens.  Refresh
   tokens are issued to the client by the authorization server and are
   used to obtain a new access token when the current access token
   becomes invalid or expires, or to obtain additional access tokens
   with identical or narrower scope (access tokens may have a shorter
   lifetime and fewer permissions than authorized by the resource
   owner).  Issuing a refresh token is optional at the discretion of the
   authorization server.  If the authorization server issues a refresh
   token, it is included when issuing an access token (i.e., step (D) in
   Figure 1).
{quote}
More detail about this in:
https://tools.ietf.org/html/rfc6749#section-5.1
{quote}
Successful Response

   The authorization server issues an access token and optional refresh
   token, and constructs the response by adding the following parameters
   to the entity-body of the HTTP response with a 200 (OK) status code:

   access_token
         REQUIRED.  The access token issued by the authorization server.

   token_type
         REQUIRED.  The type of the token issued as described in
         Section 7.1.  Value is case insensitive.

   expires_in
         RECOMMENDED.  The lifetime in seconds of the access token.  For
         example, the value ""3600"" denotes that the access token will
         expire in one hour from the time the response was generated.
         If omitted, the authorization server SHOULD provide the
         expiration time via other means or document the default value.

   refresh_token
         OPTIONAL.  The refresh token, which can be used to obtain new
         access tokens using the same authorization grant as described
         in Section 6.

   scope
         OPTIONAL, if identical to the scope requested by the client;
         otherwise, REQUIRED.  The scope of the access token as
         described by Section 3.3.

{quote}
Current implementation of OAuth2 authorization-code-grant-type is expecting always to get refresh_token so if the OAuth2 server during a refresh token operation sends only the access_token Mule is failing to get the refresh_token with the following exception:
{code}
{""access_token"":""xCaZDjEo2Um9T8g3OESpi-rzRYOn1o7x865f425JQVw"",""token_type"":""bearer"",""expires_in"":3599}
ERROR 2016-04-05 10:48:16,000 [[oauth].HTTP_Listener_Configuration.worker.02] org.mule.module.oauth2.internal.TokenResponseProcessor: Could not extract refresh token from token URL. Expressions used to retrieve refresh token was #[regex('.*""refresh_token""[ ]*:[ ]*""([^\""]*)"".*')]
ERROR 2016-04-05 10:48:16,038 [[oauth].HTTP_Listener_Configuration.worker.02] org.mule.exception.DefaultMessagingExceptionStrategy: 
********************************************************************************
Message               : Access token or refresh token were not found from the refresh token oauth call (org.mule.api.MuleRuntimeException). Message payload is of type: BufferInputStream
Code                  : MULE_ERROR--2
--------------------------------------------------------------------------------
Exception stack is:
1. null (org.mule.module.oauth2.internal.TokenNotFoundException)
  org.mule.module.oauth2.internal.authorizationcode.AutoAuthorizationCodeTokenRequestHandler:230 (http://www.mulesoft.org/docs/site/current3/apidocs/org/mule/module/oauth2/internal/TokenNotFoundException.html)
2. Access token or refresh token were not found from the refresh token oauth call (org.mule.api.MuleRuntimeException)
  org.mule.module.oauth2.internal.authorizationcode.AutoAuthorizationCodeTokenRequestHandler:290 (http://www.mulesoft.org/docs/site/current3/apidocs/org/mule/api/MuleRuntimeException.html)
3. Access token or refresh token were not found from the refresh token oauth call (org.mule.api.MuleRuntimeException). Message payload is of type: BufferInputStream (org.mule.api.MessagingException)
  org.mule.execution.ExceptionToMessagingExceptionExecutionInterceptor:32 (http://www.mulesoft.org/docs/site/current3/apidocs/org/mule/api/MessagingException.html)
--------------------------------------------------------------------------------
Root Exception stack trace:
org.mule.module.oauth2.internal.TokenNotFoundException
	at org.mule.module.oauth2.internal.authorizationcode.AutoAuthorizationCodeTokenRequestHandler.processTokenUrlResponse(AutoAuthorizationCodeTokenRequestHandler.java:230)
	at org.mule.module.oauth2.internal.authorizationcode.AutoAuthorizationCodeTokenRequestHandler.doRefreshToken(AutoAuthorizationCodeTokenRequestHandler.java:285)
	at org.mule.module.oauth2.internal.authorizationcode.AbstractAuthorizationCodeTokenRequestHandler.refreshToken(AbstractAuthorizationCodeTokenRequestHandler.java:56)
    + 3 more (set debug level logging or '-Dmule.verbose.exceptions=true' for everything)
********************************************************************************

{code}

h5. Proposed Solution
As described in the spec if there is a refresh_token issued by the OAuth2 server it should be used for getting new access_tokens if not it should fail when the current access_token is no longer valid (after a 401/403 status code and before retrying the request) and a exception of type should be thrown. For instance:
{code}
""Cannot do a refresh token to get a new access token for the default user due to OAuth server did not issued a refresh_token. You would have to re-authenticate the user before trying to execute an operation to the API.""
org.mule.module.oauth2.api.RequestAuthenticationException
{code} ",MULE-9660,mule,,"h5. Problem
According to https://tools.ietf.org/html/rfc6749#section-1.5 refresh_token is optional:
{quote}
Refresh Token

   Refresh tokens are credentials used to obtain access tokens.  Refresh
   tokens are issued to the client by the authorization server and are
   used to obtain a new access token when the current access token
   becomes invalid or expires, or to obtain additional access tokens
   with identical or narrower scope (access tokens may have a shorter
   lifetime and fewer permissions than authorized by the resource
   owner).  Issuing a refresh token is optional at the discretion of the
   authorization server.  If the authorization server issues a refresh
   token, it is included when issuing an access token (i.e., step (D) in
   Figure 1).
{quote}
More detail about this in:
https://tools.ietf.org/html/rfc6749#section-5.1
{quote}
Successful Response

   The authorization server issues an access token and optional refresh
   token, and constructs the response by adding the following parameters
   to the entity-body of the HTTP response with a 200 (OK) status code:

   access_token
         REQUIRED.  The access token issued by the authorization server.

   token_type
         REQUIRED.  The type of the token issued as described in
         Section 7.1.  Value is case insensitive.

   expires_in
         RECOMMENDED.  The lifetime in seconds of the access token.  For
         example, the value ""3600"" denotes that the access token will
         expire in one hour from the time the response was generated.
         If omitted, the authorization server SHOULD provide the
         expiration time via other means or document the default value.

   refresh_token
         OPTIONAL.  The refresh token, which can be used to obtain new
         access tokens using the same authorization grant as described
         in Section 6.

   scope
         OPTIONAL, if identical to the scope requested by the client;
         otherwise, REQUIRED.  The scope of the access token as
         described by Section 3.3.

{quote}
Current implementation of OAuth2 authorization-code-grant-type is expecting always to get refresh_token so if the OAuth2 server during a refresh token operation sends only the access_token Mule is failing to get the refresh_token with the following exception:
{code}
{""access_token"":""xCaZDjEo2Um9T8g3OESpi-rzRYOn1o7x865f425JQVw"",""token_type"":""bearer"",""expires_in"":3599}
ERROR 2016-04-05 10:48:16,000 [[oauth].HTTP_Listener_Configuration.worker.02] org.mule.module.oauth2.internal.TokenResponseProcessor: Could not extract refresh token from token URL. Expressions used to retrieve refresh token was #[regex('.*""refresh_token""[ ]*:[ ]*""([^\""]*)"".*')]
ERROR 2016-04-05 10:48:16,038 [[oauth].HTTP_Listener_Configuration.worker.02] org.mule.exception.DefaultMessagingExceptionStrategy: 
********************************************************************************
Message               : Access token or refresh token were not found from the refresh token oauth call (org.mule.api.MuleRuntimeException). Message payload is of type: BufferInputStream
Code                  : MULE_ERROR--2
--------------------------------------------------------------------------------
Exception stack is:
1. null (org.mule.module.oauth2.internal.TokenNotFoundException)
  org.mule.module.oauth2.internal.authorizationcode.AutoAuthorizationCodeTokenRequestHandler:230 (http://www.mulesoft.org/docs/site/current3/apidocs/org/mule/module/oauth2/internal/TokenNotFoundException.html)
2. Access token or refresh token were not found from the refresh token oauth call (org.mule.api.MuleRuntimeException)
  org.mule.module.oauth2.internal.authorizationcode.AutoAuthorizationCodeTokenRequestHandler:290 (http://www.mulesoft.org/docs/site/current3/apidocs/org/mule/api/MuleRuntimeException.html)
3. Access token or refresh token were not found from the refresh token oauth call (org.mule.api.MuleRuntimeException). Message payload is of type: BufferInputStream (org.mule.api.MessagingException)
  org.mule.execution.ExceptionToMessagingExceptionExecutionInterceptor:32 (http://www.mulesoft.org/docs/site/current3/apidocs/org/mule/api/MessagingException.html)
--------------------------------------------------------------------------------
Root Exception stack trace:
org.mule.module.oauth2.internal.TokenNotFoundException
	at org.mule.module.oauth2.internal.authorizationcode.AutoAuthorizationCodeTokenRequestHandler.processTokenUrlResponse(AutoAuthorizationCodeTokenRequestHandler.java:230)
	at org.mule.module.oauth2.internal.authorizationcode.AutoAuthorizationCodeTokenRequestHandler.doRefreshToken(AutoAuthorizationCodeTokenRequestHandler.java:285)
	at org.mule.module.oauth2.internal.authorizationcode.AbstractAuthorizationCodeTokenRequestHandler.refreshToken(AbstractAuthorizationCodeTokenRequestHandler.java:56)
    + 3 more (set debug level logging or '-Dmule.verbose.exceptions=true' for everything)
********************************************************************************

{code}

h5. Proposed Solution
As described in the spec if there is a refresh_token issued by the OAuth2 server it should be used for getting new access_tokens if not it should fail when the current access_token is no longer valid (after a 401/403 status code and before retrying the request) and a exception of type should be thrown. For instance:
{code}
""Cannot do a refresh token to get a new access token for the default user due to OAuth server did not issued a refresh_token. You would have to re-authenticate the user before trying to execute an operation to the API.""
org.mule.module.oauth2.api.RequestAuthenticationException
{code} "
gsfernandes,2016-05-04 19:31:36.080,description,jira,,"h5. Problem
According to https://tools.ietf.org/html/rfc6749#section-1.5 refresh_token is optional:
{quote}
Refresh Token

   Refresh tokens are credentials used to obtain access tokens.  Refresh
   tokens are issued to the client by the authorization server and are
   used to obtain a new access token when the current access token
   becomes invalid or expires, or to obtain additional access tokens
   with identical or narrower scope (access tokens may have a shorter
   lifetime and fewer permissions than authorized by the resource
   owner).  Issuing a refresh token is optional at the discretion of the
   authorization server.  If the authorization server issues a refresh
   token, it is included when issuing an access token (i.e., step (D) in
   Figure 1).
{quote}
More detail about this in:
https://tools.ietf.org/html/rfc6749#section-5.1
{quote}
Successful Response

   The authorization server issues an access token and optional refresh
   token, and constructs the response by adding the following parameters
   to the entity-body of the HTTP response with a 200 (OK) status code:

   access_token
         REQUIRED.  The access token issued by the authorization server.

   token_type
         REQUIRED.  The type of the token issued as described in
         Section 7.1.  Value is case insensitive.

   expires_in
         RECOMMENDED.  The lifetime in seconds of the access token.  For
         example, the value ""3600"" denotes that the access token will
         expire in one hour from the time the response was generated.
         If omitted, the authorization server SHOULD provide the
         expiration time via other means or document the default value.

   refresh_token
         OPTIONAL.  The refresh token, which can be used to obtain new
         access tokens using the same authorization grant as described
         in Section 6.

   scope
         OPTIONAL, if identical to the scope requested by the client;
         otherwise, REQUIRED.  The scope of the access token as
         described by Section 3.3.

{quote}
Current implementation of OAuth2 authorization-code-grant-type is expecting always to get refresh_token so if the OAuth2 server during a refresh token operation sends only the access_token Mule is failing to get the refresh_token with the following exception:
{code}
{""access_token"":""xCaZDjEo2Um9T8g3OESpi-rzRYOn1o7x865f425JQVw"",""token_type"":""bearer"",""expires_in"":3599}
ERROR 2016-04-05 10:48:16,000 [[oauth].HTTP_Listener_Configuration.worker.02] org.mule.module.oauth2.internal.TokenResponseProcessor: Could not extract refresh token from token URL. Expressions used to retrieve refresh token was #[regex('.*""refresh_token""[ ]*:[ ]*""([^\""]*)"".*')]
ERROR 2016-04-05 10:48:16,038 [[oauth].HTTP_Listener_Configuration.worker.02] org.mule.exception.DefaultMessagingExceptionStrategy: 
********************************************************************************
Message               : Access token or refresh token were not found from the refresh token oauth call (org.mule.api.MuleRuntimeException). Message payload is of type: BufferInputStream
Code                  : MULE_ERROR--2
--------------------------------------------------------------------------------
Exception stack is:
1. null (org.mule.module.oauth2.internal.TokenNotFoundException)
  org.mule.module.oauth2.internal.authorizationcode.AutoAuthorizationCodeTokenRequestHandler:230 (http://www.mulesoft.org/docs/site/current3/apidocs/org/mule/module/oauth2/internal/TokenNotFoundException.html)
2. Access token or refresh token were not found from the refresh token oauth call (org.mule.api.MuleRuntimeException)
  org.mule.module.oauth2.internal.authorizationcode.AutoAuthorizationCodeTokenRequestHandler:290 (http://www.mulesoft.org/docs/site/current3/apidocs/org/mule/api/MuleRuntimeException.html)
3. Access token or refresh token were not found from the refresh token oauth call (org.mule.api.MuleRuntimeException). Message payload is of type: BufferInputStream (org.mule.api.MessagingException)
  org.mule.execution.ExceptionToMessagingExceptionExecutionInterceptor:32 (http://www.mulesoft.org/docs/site/current3/apidocs/org/mule/api/MessagingException.html)
--------------------------------------------------------------------------------
Root Exception stack trace:
org.mule.module.oauth2.internal.TokenNotFoundException
	at org.mule.module.oauth2.internal.authorizationcode.AutoAuthorizationCodeTokenRequestHandler.processTokenUrlResponse(AutoAuthorizationCodeTokenRequestHandler.java:230)
	at org.mule.module.oauth2.internal.authorizationcode.AutoAuthorizationCodeTokenRequestHandler.doRefreshToken(AutoAuthorizationCodeTokenRequestHandler.java:285)
	at org.mule.module.oauth2.internal.authorizationcode.AbstractAuthorizationCodeTokenRequestHandler.refreshToken(AbstractAuthorizationCodeTokenRequestHandler.java:56)
    + 3 more (set debug level logging or '-Dmule.verbose.exceptions=true' for everything)
********************************************************************************

{code}

h5. Proposed Solution
As described in the spec if there is a refresh_token issued by the OAuth2 server it should be used for getting new access_tokens if not it should fail when the current access_token is no longer valid (after a 401/403 status code and before retrying the request) and a exception of type should be thrown. For instance:
{code}
""Cannot do a refresh token to get a new access token for the default user due to OAuth server did not issued a refresh_token. You would have to re-authenticate the user before trying to execute an operation to the API.""
org.mule.module.oauth2.api.RequestAuthenticationException
{code} ",MULE-9660,mule,,"h5. Problem
According to https://tools.ietf.org/html/rfc6749#section-1.5 refresh_token is optional:
{quote}
   Refresh tokens are credentials used to obtain access tokens.  Refresh
   tokens are issued to the client by the authorization server and are
   used to obtain a new access token when the current access token
   becomes invalid or expires, or to obtain additional access tokens
   with identical or narrower scope (access tokens may have a shorter
   lifetime and fewer permissions than authorized by the resource
   owner).  Issuing a refresh token is optional at the discretion of the
   authorization server.  If the authorization server issues a refresh
   token, it is included when issuing an access token (i.e., step (D) in
   Figure 1).
{quote}
More detail about this in:
https://tools.ietf.org/html/rfc6749#section-5.1
{quote}
Successful Response
   The authorization server issues an access token and optional refresh
   token, and constructs the response by adding the following parameters
   to the entity-body of the HTTP response with a 200 (OK) status code:

   access_token
         REQUIRED.  The access token issued by the authorization server.

   token_type
         REQUIRED.  The type of the token issued as described in
         Section 7.1.  Value is case insensitive.

   expires_in
         RECOMMENDED.  The lifetime in seconds of the access token.  For
         example, the value ""3600"" denotes that the access token will
         expire in one hour from the time the response was generated.
         If omitted, the authorization server SHOULD provide the
         expiration time via other means or document the default value.

   refresh_token
         OPTIONAL.  The refresh token, which can be used to obtain new
         access tokens using the same authorization grant as described
         in Section 6.

   scope
         OPTIONAL, if identical to the scope requested by the client;
         otherwise, REQUIRED.  The scope of the access token as
         described by Section 3.3.

{quote}
Current implementation of OAuth2 authorization-code-grant-type is expecting always to get refresh_token so if the OAuth2 server during a refresh token operation sends only the access_token Mule is failing to get the refresh_token with the following exception:
{code}
{""access_token"":""xCaZDjEo2Um9T8g3OESpi-rzRYOn1o7x865f425JQVw"",""token_type"":""bearer"",""expires_in"":3599}
ERROR 2016-04-05 10:48:16,000 [[oauth].HTTP_Listener_Configuration.worker.02] org.mule.module.oauth2.internal.TokenResponseProcessor: Could not extract refresh token from token URL. Expressions used to retrieve refresh token was #[regex('.*""refresh_token""[ ]*:[ ]*""([^\""]*)"".*')]
ERROR 2016-04-05 10:48:16,038 [[oauth].HTTP_Listener_Configuration.worker.02] org.mule.exception.DefaultMessagingExceptionStrategy: 
********************************************************************************
Message               : Access token or refresh token were not found from the refresh token oauth call (org.mule.api.MuleRuntimeException). Message payload is of type: BufferInputStream
Code                  : MULE_ERROR--2
--------------------------------------------------------------------------------
Exception stack is:
1. null (org.mule.module.oauth2.internal.TokenNotFoundException)
  org.mule.module.oauth2.internal.authorizationcode.AutoAuthorizationCodeTokenRequestHandler:230 (http://www.mulesoft.org/docs/site/current3/apidocs/org/mule/module/oauth2/internal/TokenNotFoundException.html)
2. Access token or refresh token were not found from the refresh token oauth call (org.mule.api.MuleRuntimeException)
  org.mule.module.oauth2.internal.authorizationcode.AutoAuthorizationCodeTokenRequestHandler:290 (http://www.mulesoft.org/docs/site/current3/apidocs/org/mule/api/MuleRuntimeException.html)
3. Access token or refresh token were not found from the refresh token oauth call (org.mule.api.MuleRuntimeException). Message payload is of type: BufferInputStream (org.mule.api.MessagingException)
  org.mule.execution.ExceptionToMessagingExceptionExecutionInterceptor:32 (http://www.mulesoft.org/docs/site/current3/apidocs/org/mule/api/MessagingException.html)
--------------------------------------------------------------------------------
Root Exception stack trace:
org.mule.module.oauth2.internal.TokenNotFoundException
	at org.mule.module.oauth2.internal.authorizationcode.AutoAuthorizationCodeTokenRequestHandler.processTokenUrlResponse(AutoAuthorizationCodeTokenRequestHandler.java:230)
	at org.mule.module.oauth2.internal.authorizationcode.AutoAuthorizationCodeTokenRequestHandler.doRefreshToken(AutoAuthorizationCodeTokenRequestHandler.java:285)
	at org.mule.module.oauth2.internal.authorizationcode.AbstractAuthorizationCodeTokenRequestHandler.refreshToken(AbstractAuthorizationCodeTokenRequestHandler.java:56)
    + 3 more (set debug level logging or '-Dmule.verbose.exceptions=true' for everything)
********************************************************************************

{code}

h5. Proposed Solution
As described in the spec if there is a refresh_token issued by the OAuth2 server it should be used for getting new access_tokens if not it should fail when the current access_token is no longer valid (after a 401/403 status code and before retrying the request) and a exception of type should be thrown. For instance:
{code}
""Cannot do a refresh token to get a new access token for the default user due to OAuth server did not issued a refresh_token. You would have to re-authenticate the user before trying to execute an operation to the API.""
org.mule.module.oauth2.api.RequestAuthenticationException
{code} "
gsfernandes,2016-05-05 17:25:29.606,Link,jira,,,MULE-9660,mule,MULE-9666,This issue relates to MULE-9666
gsfernandes,2016-05-05 21:42:19.474,Fix Version,jira,,,MULE-9660,mule,16707,3.8.1 (EE Only)
gsfernandes,2016-05-05 22:00:13.647,Fix Version,jira,,,MULE-9660,mule,16295,3.7.4 (EE Only)
gsfernandes,2016-05-05 22:13:50.927,Fix Version,jira,,,MULE-9660,mule,16376,3.6.5 (EE Only)
mariano.gonzalez,2016-05-03 18:52:03.072,priority,jira,6,To be reviewed,MULE-9645,mule,3,Major
mariano.gonzalez,2016-05-03 18:52:03.608,assignee,jira,,,MULE-9645,mule,mariano.gonzalez,Mariano Gonzalez
mariano.gonzalez,2016-05-03 18:52:24.354,Sprint,custom,,,MULE-9645,mule,1252,SDK Olympus 1
mariano.gonzalez,2016-05-03 18:52:24.354,Fix Version,jira,,,MULE-9645,mule,16561,4.0.0-M2
mariano.gonzalez,2016-05-03 18:52:24.354,Story Points,custom,,,MULE-9645,mule,,1
mariano.gonzalez,2016-05-03 19:34:27.265,status,jira,1,To Do,MULE-9645,mule,6,Closed
mariano.gonzalez,2016-05-03 19:34:27.265,resolution,jira,,,MULE-9645,mule,1,Fixed
Pablo.Musumeci,2016-05-03 13:52:09.790,assignee,jira,,,MULE-9643,mule,pablo.musumeci,Pablo Musumeci
Pablo.Musumeci,2016-05-03 13:52:50.796,Sprint,custom,,,MULE-9643,mule,1252,SDK Olympus 1
Pablo.Musumeci,2016-05-03 13:53:04.789,status,jira,1,Open,MULE-9643,mule,10000,Pending 3rd-Party
Pablo.Musumeci,2016-05-03 13:59:38.130,Rank,custom,,,MULE-9643,mule,,Ranked higher
Pablo.Musumeci,2016-05-03 14:00:30.135,status,jira,10000,Pending 3rd-Party,MULE-9643,mule,1,Open
mariano.gonzalez,2016-05-03 15:05:17.813,priority,jira,6,To be reviewed,MULE-9643,mule,2,Critical
mariano.gonzalez,2016-05-03 15:06:36.841,status,jira,1,Open,MULE-9643,mule,3,In Progress
mariano.gonzalez,2016-05-05 17:37:10.714,Story Points,custom,,,MULE-9643,mule,,5
mariano.gonzalez,2016-05-05 17:37:16.856,Fix Version,jira,,,MULE-9643,mule,16561,4.0.0-M2
mariano.gonzalez,2016-05-05 17:37:27.798,status,jira,3,In Progress,MULE-9643,mule,6,Closed
