author,created,field,fieldtype,from,fromString,key,project,to,toString
marcosnc,2014-06-26 19:29:21.895,resolution,jira,1,Fixed,MULE-7696,mule,,
marcosnc,2014-06-26 19:29:21.895,status,jira,6,Closed,MULE-7696,mule,4,Reopened
marcosnc,2014-06-26 19:29:36.707,status,jira,4,Reopened,MULE-7696,mule,3,In Progress
marcosnc,2014-06-26 19:29:50.538,status,jira,3,In Progress,MULE-7696,mule,6,Closed
marcosnc,2014-06-26 19:29:50.538,Fix Version,jira,,,MULE-7696,mule,14583,3.6.0
marcosnc,2014-06-26 19:29:50.538,resolution,jira,,,MULE-7696,mule,1,Fixed
alejandro.sequeira,2015-07-10 14:04:42.014,Fix Version,jira,,,MULE-7696,mule,15179,3.6.0
alejandro.sequeira,2015-07-10 14:04:42.014,Fix Version,jira,14583,3.6.0 M1,MULE-7696,mule,,
scamina,2014-06-20 00:23:36.310,Rank,custom,,,MULE-7692,mule,,Ranked higher
scamina,2014-06-20 00:23:54.623,priority,jira,6,To be reviewed,MULE-7692,mule,3,Major
scamina,2014-06-20 00:23:59.424,Rank,custom,,,MULE-7692,mule,,Ranked lower
scamina,2014-10-07 18:52:38.993,Rank,custom,,,MULE-7692,mule,,Ranked higher
scamina,2014-10-07 18:53:24.808,Sprint,custom,,,MULE-7692,mule,438,ESB Himalaya 2
scamina,2014-10-07 18:53:25.153,Rank,custom,,,MULE-7692,mule,,Ranked lower
pablo.lagreca.ce,2014-10-08 19:31:47.929,Story Points,custom,,,MULE-7692,mule,,8
alejandro.sequeira,2014-10-09 16:38:48.846,Sprint,custom,438,ESB Himalaya 2,MULE-7692,mule,,
alejandro.sequeira,2014-10-09 16:38:49.663,Rank,custom,,,MULE-7692,mule,,Ranked higher
pabad,2014-06-19 17:05:22.073,Rank,custom,,,MULE-7691,mule,,Ranked higher
pabad,2014-06-19 17:05:44.114,labels,jira,,,MULE-7691,mule,,esb-backlog
pabad,2014-06-19 17:06:55.658,Story Points,custom,,,MULE-7691,mule,,3
pabad,2014-06-19 17:07:03.898,Rank,custom,,,MULE-7691,mule,,Ranked lower
mariano.gonzalez,2014-06-19 14:50:40.717,Rank,custom,,,MULE-7688,mule,,Ranked higher
mariano.gonzalez,2014-06-19 14:51:09.725,Epic Link,custom,,,MULE-7688,mule,54628,MULE-7641
mariano.gonzalez,2014-06-19 14:51:29.877,Story Points,custom,,,MULE-7688,mule,,21
mariano.gonzalez,2014-06-19 14:51:29.877,priority,jira,6,To be reviewed,MULE-7688,mule,2,Critical
rrinaudo,2014-06-19 17:17:33.734,Sprint,custom,,,MULE-7688,mule,325,ESB Fitz Roy 4
mariano.gonzalez,2014-06-19 21:30:33.653,status,jira,1,Open,MULE-7688,mule,3,In Progress
mariano.gonzalez,2014-07-03 14:26:09.722,status,jira,3,In Progress,MULE-7688,mule,6,Closed
mariano.gonzalez,2014-07-03 14:26:09.722,resolution,jira,,,MULE-7688,mule,1,Fixed
alejandro.sequeira,2015-07-10 14:04:42.370,Version,jira,,,MULE-7688,mule,15179,3.6.0
alejandro.sequeira,2015-07-10 14:04:42.370,Version,jira,14583,3.6.0 M1,MULE-7688,mule,,
alejandro.sequeira,2015-07-10 14:04:42.370,Fix Version,jira,,,MULE-7688,mule,15179,3.6.0
alejandro.sequeira,2015-07-10 14:04:42.370,Fix Version,jira,14583,3.6.0 M1,MULE-7688,mule,,
ignacio.gleria,2014-06-19 14:56:15.397,summary,jira,,"mule does not propagate system properties when started with ""restart"" com,and",MULE-7687,mule,,"mule does not propagate system properties when started with ""restart"" command"
pabad,2014-06-19 16:50:19.459,Rank,custom,,,MULE-7687,mule,,Ranked higher
alejandro.sequeira,2014-09-29 18:58:04.210,priority,jira,6,To be reviewed,MULE-7687,mule,3,Major
pablo.lagreca.ce,2014-10-08 19:26:16.584,Story Points,custom,,,MULE-7687,mule,,5
pabad,2014-06-19 04:11:33.297,labels,jira,,,MULE-7684,mule,,mule4
pabad,2014-06-19 15:37:04.342,Link,jira,,,MULE-7684,mule,EE-4085,This issue relates to EE-4085
pabad,2014-06-19 15:45:30.167,Rank,custom,,,MULE-7684,mule,,Ranked higher
pabad,2014-06-19 16:53:05.031,Rank,custom,,,MULE-7684,mule,,Ranked higher
pablo.lagreca.ce,2014-10-08 19:25:45.934,Story Points,custom,,,MULE-7684,mule,,21
mariano.gonzalez,2015-07-23 14:58:14.144,Link,jira,,,MULE-7684,mule,MULE-7588,This issue relates to MULE-7588
mariano.gonzalez,2015-07-23 14:58:30.865,Fix Version,jira,,,MULE-7684,mule,15286,3.7.0
mariano.gonzalez,2015-07-23 14:58:30.865,priority,jira,6,To be reviewed,MULE-7684,mule,3,Major
mariano.gonzalez,2015-07-23 14:58:30.865,assignee,jira,,,MULE-7684,mule,mariano.gonzalez,Mariano Gonzalez
mariano.gonzalez,2015-07-23 14:58:59.520,status,jira,1,Open,MULE-7684,mule,6,Closed
mariano.gonzalez,2015-07-23 14:58:59.520,resolution,jira,,,MULE-7684,mule,3,Duplicate
pabad,2014-06-18 17:40:49.412,labels,jira,,,MULE-7675,mule,,esb-backlog
daniel.datri,2014-07-31 18:19:45.107,Link,jira,,,MULE-7675,mule,ION-3842,This issue blocks ION-3842
alejandro.sequeira,2014-07-31 18:34:19.305,priority,jira,6,To be reviewed,MULE-7675,mule,2,Critical
scamina,2014-08-25 18:25:19.465,Sprint,custom,,,MULE-7675,mule,363,ESB Gasherbrum 3
scamina,2014-08-25 18:25:19.624,Rank,custom,,,MULE-7675,mule,,Ranked higher
rrinaudo,2014-08-27 20:40:16.878,Epic Link,custom,,,MULE-7675,mule,49281,EE-3826
pablo.lagreca.ce,2014-08-29 15:55:52.077,Story Points,custom,,,MULE-7675,mule,,2
pablo.lagreca.ce,2014-08-29 17:19:54.375,assignee,jira,,,MULE-7675,mule,pablo.lagreca.ce,Pablo La Greca
pablo.lagreca.ce,2014-09-02 23:37:19.109,status,jira,1,Open,MULE-7675,mule,3,In Progress
pablo.lagreca.ce,2014-09-03 18:44:49.217,status,jira,3,In Progress,MULE-7675,mule,6,Closed
pablo.lagreca.ce,2014-09-03 18:44:49.217,Fix Version,jira,,,MULE-7675,mule,14673,3.5.2 (EE Only)
pablo.lagreca.ce,2014-09-03 18:44:49.217,Fix Version,jira,,,MULE-7675,mule,14697,3.6.0 M2
pablo.lagreca.ce,2014-09-03 18:44:49.217,resolution,jira,,,MULE-7675,mule,1,Fixed
alejandro.sequeira,2015-07-10 14:05:49.201,Fix Version,jira,,,MULE-7675,mule,15179,3.6.0
alejandro.sequeira,2015-07-10 14:05:49.201,Fix Version,jira,14697,3.6.0 M2,MULE-7675,mule,,
alejandro.sequeira,2014-06-16 20:33:21.599,priority,jira,6,To be reviewed,MULE-7674,mule,2,Critical
alejandro.sequeira,2014-06-16 20:33:21.599,labels,jira,,,MULE-7674,mule,,esb-backlog
rrinaudo,2014-06-17 21:54:07.588,Rank,custom,,,MULE-7674,mule,,Ranked higher
rrinaudo,2014-06-17 21:54:24.092,Rank,custom,,,MULE-7674,mule,,Ranked higher
pabad,2014-06-18 23:30:52.305,assignee,jira,,,MULE-7674,mule,pabad,Pablo Abad
rrinaudo,2014-06-19 15:29:30.406,Story Points,custom,,,MULE-7674,mule,,8
rrinaudo,2014-06-19 17:17:33.779,Sprint,custom,,,MULE-7674,mule,325,ESB Fitz Roy 4
pabad,2014-06-23 19:22:32.854,status,jira,1,Open,MULE-7674,mule,3,In Progress
pabad,2014-06-23 20:50:20.496,status,jira,3,In Progress,MULE-7674,mule,6,Closed
pabad,2014-06-23 20:50:20.496,Fix Version,jira,,,MULE-7674,mule,14576,3.5.1 (EE only)
pabad,2014-06-23 20:50:20.496,Fix Version,jira,,,MULE-7674,mule,14583,3.6.0
pabad,2014-06-23 20:50:20.496,resolution,jira,,,MULE-7674,mule,1,Fixed
alejandro.sequeira,2015-07-10 14:04:24.349,Fix Version,jira,,,MULE-7674,mule,15179,3.6.0
alejandro.sequeira,2015-07-10 14:04:24.349,Fix Version,jira,14583,3.6.0 M1,MULE-7674,mule,,
pablo.kraan,2014-06-16 13:59:47.867,labels,jira,,,MULE-7673,mule,,esb-backlog
pablo.kraan,2014-06-17 17:17:05.724,priority,jira,6,To be reviewed,MULE-7673,mule,4,Minor
pablo.kraan,2014-06-18 12:44:23.944,Story Points,custom,,,MULE-7673,mule,,5
pablo.kraan,2014-06-18 12:44:27.706,Sprint,custom,,,MULE-7673,mule,317,ESB Fitz Roy 3
pablo.kraan,2014-06-18 12:44:28.118,Rank,custom,,,MULE-7673,mule,,Ranked higher
pablo.kraan,2014-06-18 12:45:05.829,status,jira,1,Open,MULE-7673,mule,6,Closed
pablo.kraan,2014-06-18 12:45:05.829,Fix Version,jira,,,MULE-7673,mule,14576,3.5.1 (EE only)
pablo.kraan,2014-06-18 12:45:05.829,Fix Version,jira,,,MULE-7673,mule,14583,3.6.0
pablo.kraan,2014-06-18 12:45:05.829,resolution,jira,,,MULE-7673,mule,1,Fixed
alejandro.sequeira,2015-07-10 14:04:25.637,Version,jira,,,MULE-7673,mule,15179,3.6.0
alejandro.sequeira,2015-07-10 14:04:25.637,Version,jira,14583,3.6.0 M1,MULE-7673,mule,,
alejandro.sequeira,2015-07-10 14:04:25.637,Fix Version,jira,,,MULE-7673,mule,15179,3.6.0
alejandro.sequeira,2015-07-10 14:04:25.637,Fix Version,jira,14583,3.6.0 M1,MULE-7673,mule,,
mariano.gonzalez,2014-06-11 21:10:09.740,Project,jira,11500,Support Escalations,MULE-7668,mule,10000,Mule
mariano.gonzalez,2014-06-11 21:10:09.740,Key,jira,,SE-928,MULE-7668,mule,,MULE-7668
mariano.gonzalez,2014-06-11 21:10:09.740,Workflow,jira,155067,Support Escalation workflow,MULE-7668,mule,155068,Main Mule Workflow v1.0
mariano.gonzalez,2014-06-11 21:10:09.740,SFDC Case URL,custom,,https://na6.salesforce.com/5008000000Vutw1,MULE-7668,mule,,
mariano.gonzalez,2014-06-11 21:10:09.740,Fix Version,jira,,,MULE-7668,mule,14576,3.5.1 (EE only)
mariano.gonzalez,2014-06-11 21:10:09.740,Fix Version,jira,14592,3.5.1,MULE-7668,mule,,
mariano.gonzalez,2014-06-11 21:10:09.740,Customer Value Points,custom,,25,MULE-7668,mule,,
mariano.gonzalez,2014-06-11 21:10:09.740,Customer name,custom,,Bausparkasse Schwäbisch Hall AG,MULE-7668,mule,,
mariano.gonzalez,2014-06-11 21:10:09.740,Version,jira,,,MULE-7668,mule,14589,3.5.0
mariano.gonzalez,2014-06-11 21:10:09.740,Version,jira,14288,3.5.0,MULE-7668,mule,,
mariano.gonzalez,2014-06-11 21:10:09.740,SFDC Customer Impact,custom,10280,Low,MULE-7668,mule,,
mariano.gonzalez,2014-06-11 21:10:09.740,SFDC Case Severity,custom,10262,S3,MULE-7668,mule,,
mariano.gonzalez,2014-06-11 21:10:09.740,User impact,custom,,,MULE-7668,mule,10011,Medium
mariano.gonzalez,2014-06-11 21:10:09.740,Component,jira,,,MULE-7668,mule,10200,Core: Deployment
mariano.gonzalez,2014-06-11 21:10:09.740,Component,jira,12540,Mule ESB,MULE-7668,mule,,
mariano.gonzalez,2014-06-11 21:10:09.740,Product-Component,custom,,Parent values: Mule ESB(10845)Level 1 values: Core: Deployment / Federation(11006),MULE-7668,mule,,
mariano.gonzalez,2014-06-11 21:10:27.125,Story Points,custom,,8,MULE-7668,mule,,0
mariano.gonzalez,2014-06-11 21:10:48.445,status,jira,1,Open,MULE-7668,mule,3,In Progress
mariano.gonzalez,2014-06-12 13:45:37.346,Fix Version,jira,,,MULE-7668,mule,13278,3.3.4 (EE only)
mariano.gonzalez,2014-06-12 13:45:37.346,Fix Version,jira,,,MULE-7668,mule,14060,3.4.3 (EE only)
mariano.gonzalez,2014-06-12 13:45:37.346,Version,jira,,,MULE-7668,mule,13481,3.4.2 (EE only)
mariano.gonzalez,2014-06-12 13:45:37.346,Version,jira,,,MULE-7668,mule,13074,3.4.1 (EE only)
mariano.gonzalez,2014-06-12 13:45:37.346,Version,jira,,,MULE-7668,mule,11142,3.4.0
mariano.gonzalez,2014-06-12 13:45:37.346,Version,jira,,,MULE-7668,mule,12674,3.3.3 (EE only)
mariano.gonzalez,2014-06-12 13:45:37.346,Version,jira,,,MULE-7668,mule,12166,3.3.2 (EE only)
mariano.gonzalez,2014-06-12 13:45:37.346,Version,jira,,,MULE-7668,mule,11761,3.3.1
mariano.gonzalez,2014-06-12 13:45:37.346,Version,jira,,,MULE-7668,mule,11110,3.3.0
mariano.gonzalez,2014-06-12 13:45:45.941,status,jira,3,In Progress,MULE-7668,mule,10001,To Be Merged
mariano.gonzalez,2014-06-12 23:31:12.274,Fix Version,jira,13278,3.3.4 (EE only),MULE-7668,mule,,
mariano.gonzalez,2014-06-12 23:31:12.274,Version,jira,11110,3.3.0,MULE-7668,mule,,
mariano.gonzalez,2014-06-12 23:31:12.274,Version,jira,11761,3.3.1,MULE-7668,mule,,
mariano.gonzalez,2014-06-12 23:31:12.274,Version,jira,12166,3.3.2 (EE only),MULE-7668,mule,,
mariano.gonzalez,2014-06-12 23:31:12.274,Version,jira,12674,3.3.3 (EE only),MULE-7668,mule,,
mariano.gonzalez,2014-06-12 23:31:27.892,status,jira,10001,To Be Merged,MULE-7668,mule,6,Closed
mariano.gonzalez,2014-06-12 23:31:27.892,resolution,jira,,,MULE-7668,mule,1,Fixed
pablo.kraan,2014-06-17 15:03:46.406,Link,jira,,,MULE-7668,mule,SE-860,This issue relates to SE-860
mariano.gonzalez,2014-09-24 14:48:45.939,Link,jira,,,MULE-7668,mule,SE-1221,This issue relates to SE-1221
mariano.gonzalez,2014-09-24 14:49:05.729,Link,jira,,,MULE-7668,mule,SE-873,This issue relates to SE-873
mariano.gonzalez,2014-06-10 21:17:04.483,priority,jira,6,To be reviewed,MULE-7663,mule,2,Critical
mariano.gonzalez,2014-06-10 21:17:20.156,Link,jira,,,MULE-7663,mule,SE-915,This issue is a piece of SE-915
mariano.gonzalez,2014-06-10 21:17:27.056,status,jira,1,Open,MULE-7663,mule,3,In Progress
mariano.gonzalez,2014-06-10 21:17:49.252,Sprint,custom,,,MULE-7663,mule,317,ESB Fitz Roy 3
mariano.gonzalez,2014-06-10 21:17:49.567,Rank,custom,,,MULE-7663,mule,,Ranked higher
mariano.gonzalez,2014-06-10 21:18:08.495,Story Points,custom,,,MULE-7663,mule,,2
mariano.gonzalez,2014-06-10 21:18:26.018,status,jira,3,In Progress,MULE-7663,mule,10001,To Be Merged
mariano.gonzalez,2014-06-10 21:19:45.319,Story Points,custom,,2,MULE-7663,mule,,8
mariano.gonzalez,2014-06-11 15:42:43.560,status,jira,10001,To Be Merged,MULE-7663,mule,6,Closed
mariano.gonzalez,2014-06-11 15:42:43.560,resolution,jira,,,MULE-7663,mule,1,Fixed
afelisatti,2015-11-30 23:18:04.755,resolution,jira,1,Fixed,MULE-7663,mule,,
afelisatti,2015-11-30 23:18:04.755,status,jira,6,Closed,MULE-7663,mule,4,Reopened
afelisatti,2015-11-30 23:18:04.755,assignee,jira,mariano.gonzalez,Mariano Gonzalez,MULE-7663,mule,afelisatti,Ana Felisatti
afelisatti,2015-11-30 23:18:04.755,Does this issue require documentation?,custom,,,MULE-7663,mule,11833,No
afelisatti,2015-12-01 14:45:55.530,Sprint,custom,317,ESB Fitz Roy 3,MULE-7663,mule,"317, 1028","ESB Fitz Roy 3, ESB Lhotse 8"
afelisatti,2015-12-01 14:45:55.530,Story Points,custom,,8,MULE-7663,mule,,0
afelisatti,2015-12-01 14:46:07.876,status,jira,4,Reopened,MULE-7663,mule,3,In Progress
afelisatti,2015-12-03 15:41:36.320,Story Points,custom,,0,MULE-7663,mule,,5
afelisatti,2015-12-03 15:42:41.008,status,jira,3,In Progress,MULE-7663,mule,5,Resolved
afelisatti,2015-12-03 15:42:41.008,Fix Version,jira,,,MULE-7663,mule,15930,3.8.0 M1
afelisatti,2015-12-03 15:42:41.008,Fix Version,jira,,,MULE-7663,mule,16180,3.6.4 (EE Only)
afelisatti,2015-12-03 15:42:41.008,Fix Version,jira,,,MULE-7663,mule,16295,3.7.4 (EE Only)
afelisatti,2015-12-03 15:42:41.008,Fix Version,jira,,,MULE-7663,mule,16302,3.5.5 (EE Only)
afelisatti,2015-12-03 15:42:41.008,Fix Version,jira,14576,3.5.1 (EE only),MULE-7663,mule,,
afelisatti,2015-12-03 15:42:41.008,resolution,jira,,,MULE-7663,mule,1,Fixed
alejandro.sequeira,2016-03-29 19:22:06.504,Fix Version,jira,,,MULE-7663,mule,16353,3.8.0
alejandro.sequeira,2016-03-29 19:22:06.504,Fix Version,jira,15930,3.8.0 M1,MULE-7663,mule,,
matias.baldini,2016-04-08 17:39:38.389,status,jira,5,Resolved,MULE-7663,mule,6,Closed
mariano.gonzalez,2014-06-10 14:12:43.999,Story Points,custom,,,MULE-7661,mule,,1
mariano.gonzalez,2014-06-10 14:12:43.999,priority,jira,6,To be reviewed,MULE-7661,mule,3,Major
mariano.gonzalez,2014-06-10 14:12:55.362,Sprint,custom,,,MULE-7661,mule,317,ESB Fitz Roy 3
mariano.gonzalez,2014-06-10 14:12:55.833,Rank,custom,,,MULE-7661,mule,,Ranked higher
mariano.gonzalez,2014-06-10 14:13:03.019,status,jira,1,Open,MULE-7661,mule,3,In Progress
mariano.gonzalez,2014-06-10 14:15:18.974,status,jira,3,In Progress,MULE-7661,mule,10001,To Be Merged
mariano.gonzalez,2014-06-10 14:16:28.561,Link,jira,,,MULE-7661,mule,SE-923,This issue is a piece of SE-923
mariano.gonzalez,2014-06-10 14:21:31.054,status,jira,10001,To Be Merged,MULE-7661,mule,6,Closed
mariano.gonzalez,2014-06-10 14:21:31.054,resolution,jira,,,MULE-7661,mule,1,Fixed
rrinaudo,2014-06-19 15:28:44.590,labels,jira,,documentation,MULE-7651,mule,,documentation esb-backlog
rrinaudo,2014-06-19 15:29:06.643,Rank,custom,,,MULE-7651,mule,,Ranked higher
rrinaudo,2014-06-19 15:29:09.876,Story Points,custom,,,MULE-7651,mule,,13
rrinaudo,2014-06-19 17:17:34.457,Sprint,custom,,,MULE-7651,mule,325,ESB Fitz Roy 4
vromero,2014-06-19 19:31:42.928,Rank,custom,,,MULE-7651,mule,,Ranked higher
vromero,2014-06-19 19:32:59.071,% Users Impacted,custom,,,MULE-7651,mule,10319,>80%
vromero,2014-06-19 19:32:59.071,priority,jira,6,To be reviewed,MULE-7651,mule,3,Major
vromero,2014-06-19 19:33:06.636,status,jira,1,Open,MULE-7651,mule,3,In Progress
vromero,2014-07-02 19:58:47.757,status,jira,3,In Progress,MULE-7651,mule,6,Closed
vromero,2014-07-02 19:58:47.757,resolution,jira,,,MULE-7651,mule,1,Fixed
vromero,2014-07-16 19:45:58.390,Link,jira,,,MULE-7651,mule,EE-1099,This issue relates to EE-1099
pablo.kraan,2014-06-04 15:51:24.070,labels,jira,,,MULE-7650,mule,,esb-backlog
rrinaudo,2014-06-04 16:15:51.105,Rank,custom,,,MULE-7650,mule,,Ranked higher
rrinaudo,2014-06-04 16:16:01.756,Story Points,custom,,,MULE-7650,mule,,8
rrinaudo,2014-06-04 16:17:30.162,Sprint,custom,,,MULE-7650,mule,317,ESB Fitz Roy 3
mariano.capurro,2014-06-06 13:00:34.788,Link,jira,,,MULE-7650,mule,STUDIO-5155,This issue relates to STUDIO-5155
pablo.kraan,2014-06-06 17:19:17.667,assignee,jira,,,MULE-7650,mule,pablo.kraan,Pablo Kraan
pablo.kraan,2014-06-06 17:19:17.667,Version,jira,,,MULE-7650,mule,13481,3.4.2 (EE only)
pablo.kraan,2014-06-06 17:19:17.667,Version,jira,,,MULE-7650,mule,12674,3.3.3 (EE only)
pablo.kraan,2014-06-06 17:19:17.667,priority,jira,6,To be reviewed,MULE-7650,mule,2,Critical
andres.gregoire,2014-06-06 18:44:00.667,status,jira,1,Open,MULE-7650,mule,3,In Progress
pablo.kraan,2014-06-09 18:43:12.934,Rank,custom,,,MULE-7650,mule,,Ranked higher
pablo.kraan,2014-06-09 18:43:15.244,Rank,custom,,,MULE-7650,mule,,Ranked higher
pablo.kraan,2014-06-09 18:43:30.512,Rank,custom,,,MULE-7650,mule,,Ranked higher
pablo.kraan,2014-06-09 18:43:40.941,Rank,custom,,,MULE-7650,mule,,Ranked higher
pablo.kraan,2014-06-09 21:02:34.445,status,jira,3,In Progress,MULE-7650,mule,6,Closed
pablo.kraan,2014-06-09 21:02:34.445,Fix Version,jira,,,MULE-7650,mule,13278,3.3.4 (EE only)
pablo.kraan,2014-06-09 21:02:34.445,Fix Version,jira,,,MULE-7650,mule,14060,3.4.3 (EE only)
pablo.kraan,2014-06-09 21:02:34.445,Fix Version,jira,,,MULE-7650,mule,14576,3.5.1 (EE only)
pablo.kraan,2014-06-09 21:02:34.445,Fix Version,jira,,,MULE-7650,mule,14583,3.6.0
pablo.kraan,2014-06-09 21:02:34.445,resolution,jira,,,MULE-7650,mule,1,Fixed
alejandro.sequeira,2015-07-10 14:04:35.234,Fix Version,jira,,,MULE-7650,mule,15179,3.6.0
alejandro.sequeira,2015-07-10 14:04:35.234,Fix Version,jira,14583,3.6.0 M1,MULE-7650,mule,,
luciano.gandini,2014-06-04 15:03:20.080,Rank,custom,,,MULE-7649,mule,,Ranked higher
luciano.gandini,2014-06-04 15:04:13.225,priority,jira,6,To be reviewed,MULE-7649,mule,1,Blocker
luciano.gandini,2014-06-04 15:05:14.109,Attachment,jira,,,MULE-7649,mule,24088,vm.recovery-3.5.0-M5-SNAPSHOT.zip
luciano.gandini,2014-06-04 15:05:19.367,Rank,custom,,,MULE-7649,mule,,Ranked higher
rrinaudo,2014-06-04 15:33:19.804,Story Points,custom,,,MULE-7649,mule,,8
rrinaudo,2014-06-04 16:17:28.520,Sprint,custom,,,MULE-7649,mule,317,ESB Fitz Roy 3
pablo.lagreca.ce,2014-06-05 18:24:10.583,status,jira,1,Open,MULE-7649,mule,3,In Progress
pablo.lagreca.ce,2014-06-05 18:24:33.796,assignee,jira,,,MULE-7649,mule,pablo.lagreca.ce,Pablo La Greca
luciano.gandini,2014-06-06 17:16:06.942,Attachment,jira,,,MULE-7649,mule,24121,vm-recovery.zip
pablo.lagreca.ce,2014-06-17 16:33:24.811,status,jira,3,In Progress,MULE-7649,mule,6,Closed
pablo.lagreca.ce,2014-06-17 16:33:24.811,Fix Version,jira,,,MULE-7649,mule,14576,3.5.1 (EE only)
pablo.lagreca.ce,2014-06-17 16:33:24.811,resolution,jira,,,MULE-7649,mule,2,Won't Fix or Usage Issue
alejandro.sequeira,2015-07-10 14:04:34.893,Version,jira,,,MULE-7649,mule,15179,3.6.0
alejandro.sequeira,2015-07-10 14:04:34.893,Version,jira,14583,3.6.0 M1,MULE-7649,mule,,
rrinaudo,2014-06-04 13:56:42.999,Rank,custom,,,MULE-7646,mule,,Ranked higher
rrinaudo,2014-06-04 13:56:56.080,labels,jira,,,MULE-7646,mule,,esb-backlog
rrinaudo,2014-06-04 13:57:34.266,Rank,custom,,,MULE-7646,mule,,Ranked higher
rrinaudo,2014-06-04 16:08:01.382,Story Points,custom,,,MULE-7646,mule,,8
rrinaudo,2014-06-04 16:17:29.953,Sprint,custom,,,MULE-7646,mule,317,ESB Fitz Roy 3
rrinaudo,2014-06-10 19:19:24.989,Sprint,custom,317,ESB Fitz Roy 3,MULE-7646,mule,,
rrinaudo,2014-06-10 19:20:00.078,Rank,custom,,,MULE-7646,mule,,Ranked lower
rrinaudo,2014-06-10 20:39:16.172,Rank,custom,,,MULE-7646,mule,,Ranked lower
rrinaudo,2014-07-03 14:55:17.300,Rank,custom,,,MULE-7646,mule,,Ranked lower
rrinaudo,2014-07-03 17:37:04.748,Sprint,custom,,,MULE-7646,mule,333,ESB Fitz Roy 5
pablo.lagreca.ce,2014-07-08 16:31:31.236,Rank,custom,,,MULE-7646,mule,,Ranked higher
pablo.lagreca.ce,2014-07-08 16:31:42.293,priority,jira,6,To be reviewed,MULE-7646,mule,2,Critical
pablo.lagreca.ce,2014-07-08 16:31:46.794,assignee,jira,,,MULE-7646,mule,pablo.lagreca.ce,Pablo La Greca
pablo.lagreca.ce,2014-07-08 16:31:52.002,status,jira,1,Open,MULE-7646,mule,3,In Progress
rrinaudo,2014-07-17 17:17:31.322,Sprint,custom,333,ESB Fitz Roy 5,MULE-7646,mule,"333, 342","ESB Fitz Roy 5, ESB Fitz Roy 6"
pablo.lagreca.ce,2014-07-24 18:21:59.453,status,jira,3,In Progress,MULE-7646,mule,6,Closed
pablo.lagreca.ce,2014-07-24 18:21:59.453,Fix Version,jira,,,MULE-7646,mule,14583,3.6.0
pablo.lagreca.ce,2014-07-24 18:21:59.453,resolution,jira,,,MULE-7646,mule,1,Fixed
alejandro.sequeira,2015-07-10 14:04:38.158,Fix Version,jira,,,MULE-7646,mule,15179,3.6.0
alejandro.sequeira,2015-07-10 14:04:38.158,Fix Version,jira,14583,3.6.0 M1,MULE-7646,mule,,
rrinaudo,2014-06-04 13:48:00.272,Rank,custom,,,MULE-7645,mule,,Ranked higher
rrinaudo,2014-06-04 16:03:33.087,Rank,custom,,,MULE-7645,mule,,Ranked lower
rrinaudo,2014-06-10 20:38:43.370,Rank,custom,,,MULE-7645,mule,,Ranked lower
rrinaudo,2014-07-03 17:07:55.063,Rank,custom,,,MULE-7645,mule,,Ranked lower
rrinaudo,2014-07-17 17:02:48.407,Rank,custom,,,MULE-7645,mule,,Ranked lower
rrinaudo,2014-08-14 16:10:32.179,Rank,custom,,,MULE-7645,mule,,Ranked lower
rrinaudo,2014-08-25 20:06:00.426,Sprint,custom,,,MULE-7645,mule,363,ESB Gasherbrum 3
rrinaudo,2014-08-27 20:41:29.375,Sprint,custom,363,ESB Gasherbrum 3,MULE-7645,mule,397,ESB Gasherbrum 4
rrinaudo,2014-08-27 20:41:29.711,Rank,custom,,,MULE-7645,mule,,Ranked higher
rrinaudo,2014-09-10 18:56:55.751,Sprint,custom,397,ESB Gasherbrum 4,MULE-7645,mule,415,ESB Gasherbrum 5
rrinaudo,2014-09-10 18:56:56.025,Rank,custom,,,MULE-7645,mule,,Ranked lower
alejandro.sequeira,2014-09-17 16:20:31.255,priority,jira,6,To be reviewed,MULE-7645,mule,2,Critical
alejandro.sequeira,2014-09-17 16:21:56.928,Story Points,custom,,,MULE-7645,mule,,13
alejandro.sequeira,2014-09-17 19:52:48.582,description,jira,,We need to create builds to run the test suite of Mule on Java 8. This should be Oracle and Open JDK. Review if we should use IBM JDK 8 Beta or wait till it's final. ,MULE-7645,mule,,"We need to create builds to run the test suite of Mule on Java 8. This should be Oracle and Open JDK. Review if we should use IBM JDK 8 Beta or wait till it's final. 

- Create build for Mule Common with Oracle JDK 8 (We need to run Mule Common tests with JDK 8)
- Create builds for CE and EE with Oracle JDK 8
- Create builds for CE and EE with Open JDK 8
- Optionally create builds for CE and EE with IBM JDK 8 (currently in beta AFAIK)

Consider the possibility of having Mule builds parametrized and configure Java  7 as the default JDK and override with Java 8."
alejandro.sequeira,2014-09-25 16:31:52.588,Sprint,custom,415,ESB Gasherbrum 5,MULE-7645,mule,,
alejandro.sequeira,2014-09-25 16:31:53.250,Rank,custom,,,MULE-7645,mule,,Ranked higher
alejandro.sequeira,2014-10-10 02:12:21.116,Link,jira,,,MULE-7645,mule,MULE-7918,This issue is blocked by MULE-7918
alejandro.sequeira,2014-10-23 16:28:12.289,Rank,custom,,,MULE-7645,mule,,Ranked lower
alejandro.sequeira,2015-07-10 14:04:39.173,Version,jira,,,MULE-7645,mule,15179,3.6.0
alejandro.sequeira,2015-07-10 14:04:39.173,Version,jira,14583,3.6.0 M1,MULE-7645,mule,,
rrinaudo,2014-06-04 13:42:30.191,Rank,custom,,,MULE-7644,mule,,Ranked higher
